2010-08-16T19:03:11Z	An American in Paris	title	An American in Paris
2010-08-16T19:03:11Z	An American in Paris	article	{{about|the 1928 George Gershwin music|the 1951 musical starring Gene Kelly|An American in Paris (film)|Christopher Wheeldon's 2005 ballet|An American in Paris (ballet)}} \n[[File:George_Gershwin_An_American_in_Paris.jpg|thumb|A theme from George Gershwin orchestral composition, An American in Paris]]\n'''''An American in Paris''''' is a [[European-influenced classical music|symphonic]] composition by American composer [[George Gershwin]], composed in 1928. Inspired by time Gershwin had spent in [[Paris]], it is in the form of an extended [[tone poem]] evoking the sights and energy of the [[France|French]] capital in the 1920s. It is one of Gershwin's best-known compositions.\n\nGershwin composed the piece on commission from the [[New York Philharmonic]]. He also did the [[orchestration]]. (He did not orchestrate his musicals.) Gershwin scored ''An American in Paris'' for the standard instruments of the [[symphony orchestra]] plus [[celesta]], [[saxophone]], and automobile horns. Gershwin brought back some Parisian taxi horns for the [[New York City|New York]] premiere of the composition which took place on December 13, 1928 in [[Carnegie Hall]] with [[Walter Damrosch]] conducting the New York Philharmonic.\n\nGershwin collaborated on the original program notes with the critic and composer [[Deems Taylor]], noting that: "My purpose here is to portray the impression of an American visitor in Paris as he strolls about the city and listens to various street noises and absorbs the French atmosphere." When the tone poem moves into the [[blues]], "our American friend ... has succumbed to a spasm of homesickness." But, "nostalgia is not a fatal disease." The American visitor "once again is an alert spectator of Parisian life" and "the street noises and French atmosphere are triumphant."\n\n== Instrumentation ==\n''An American in Paris'' is scored for 3 [[flute]]s (3rd doubling on [[piccolo]]), 2 [[oboe]]s, [[English horn]], 2 [[clarinet]]s in B flat, [[bass clarinet]] in B flat, 2 [[bassoon]]s, 4 [[Horn (instrument)|horn]]s in F, 3 [[trumpet]]s in B flat, 3 [[trombone]]s, [[tuba]], [[timpani]], [[snare drum]], [[bass drum]], triangle, wood block, [[cymbal]]s, low and high [[Tom-tom drum|tom-tom]]s, [[xylophone]], [[glockenspiel]], [[celesta]], 4 taxi horns, [[alto saxophone]]/[[soprano saxophone]], [[tenor saxophone]]/soprano saxophone/alto saxophone, [[baritone saxophone]]/soprano saxophone/alto saxophone, and [[String section|strings]]. \n\nThe revised edition by F Campbell-Watson calls for three saxophones, alto, tenor and baritone. In this arrangement the soprano and alto doublings have been rewritten to avoid changing instruments.\n\n== Recordings ==\n''An American in Paris'' has been frequently recorded over the years.  The very first recording was made for [[RCA Victor]] in 1929 with [[Nathaniel Shilkret]] conducting the Victor Symphony Orchestra, drawn from members of the [[Philadelphia Orchestra]].  Gershwin was on hand to "supervise" the recording; however, Shilkret was reported to be in charge and eventually asked the composer to leave the recording studio.  Then, a little later, Shilkret discovered there was no one to play the brief [[celesta]] solo during the slow section, so he hastily asked Gershwin if he might play the solo; Gershwin said he could and so he briefly participated in the actual recording. The radio broadcast of the September 8, 1937 Hollywood Bowl George Gershwin Memorial Concert, in which ''An American in Paris,'' also conducted by Shilkret, was second on the program, was recorded and was released in 1998 in a two-CD set.  [[Arthur Fiedler]] and the [[Boston Pops Orchestra]] recorded the work for RCA Victor, including one of the first stereo recordings of the music.  In 1945, [[Arturo Toscanini]] and the [[NBC Symphony Orchestra]] recorded the music in [[Carnegie Hall]], one of the few commercial recordings Toscanini made of music by an American composer. The Seattle Symphony also recorded a version in the 1980's of Gershwin's original score, before he committed to numerous edits resulting in the score as we hear it today.\n\nIn 1951, MGM released a musical comedy, ''[[An American in Paris (film)|An American in Paris]]'', featuring [[Gene Kelly]] and [[Leslie Caron]]. Winner of numerous awards, including the 1951 Best Picture Oscar, the film was directed by [[Vincente Minnelli]], featured many tunes of Gershwin, and concluded with an extensive, elaborate dance sequence built around Gershwin's symphonic poem (arranged for the film by Johnny Green).\n\nA part of the symphonic composition is also featured in ''[[As Good as It Gets]]'', released in 1997.\n\n== External links ==\n* [http://www.archive.org/details/AnAmericanInParis 1944 recording] by The [[New York Philharmonic]] conducted by [[Artur Rodzinsky]].\n\n[[Category:Compositions by George Gershwin]]\n[[Category:Symphonic poems|American in Paris, An]]\n[[Category:Grammy Hall of Fame Award recipients]]\n\n[[ca:Un americà a París]]\n[[de:Ein Amerikaner in Paris]]\n[[es:Un americano en París (Gershwin)]]\n[[fr:Un Américain à Paris (Gershwin)]]\n[[he:אמריקאי בפריז]]\n[[hu:Egy amerikai Párizsban (Gershwin)]]\n[[nl:An American in Paris (Gershwin)]]\n[[ja:パリのアメリカ人]]\n[[pl:Amerykanin w Paryżu (Gershwin)]]\n[[fi:Amerikkalainen Pariisissa]]\n[[sv:An American in Paris (symfonisk dikt)]]\n[[th:แอนอเมริกันอินปารีส]]\n[[zh:一個美國人在巴黎]]
2010-08-16T19:03:11Z	An American in Paris	id	309
2010-08-16T19:03:11Z	An American in Paris	username	CommonsDelinker
2010-07-23T18:04:03Z	Academy Award for Best Art Direction	title	Academy Award for Best Art Direction
